1778882235.1912,0389,0143,0.0080,6.40,799.21
1778882235.1992,0385,0139,0.0080,5.66,710.23
1778882235.2072,0381,0134,0.0080,6.40,795.59
1778882235.2232,0379,0129,0.0080,4.47,557.79
1778882235.2312,0377,0127,0.0080,2.83,354.09
1778882235.2392,0376,0126,0.0080,1.41,177.13
1778882235.2472,0376,0124,0.0080,2.00,248.57
1778882235.2553,0374,0122,0.0080,2.83,351.92
1778882235.2632,0372,0118,0.0080,4.47,560.43
1778882235.2712,0370,0117,0.0079,2.24,281.43
1778882235.2792,0369,0115,0.0080,2.24,278.43
1778882235.2872,0367,0113,0.0080,2.83,352.98
1778882235.2952,0363,0111,0.0080,4.47,559.31
1778882235.3032,0359,0107,0.0080,5.66,708.51
1778882235.3112,0355,0103,0.0080,5.66,705.73
1778882235.3192,0351,0103,0.0080,4.00,501.35
1778882235.3272,0346,0099,0.0080,6.40,797.62
1778882235.3352,0340,0094,0.0080,7.81,975.25
1778882235.3432,0330,0089,0.0079,11.18,1410.13
1778882235.3512,0320,0084,0.0081,11.18,1385.75
1778882235.3592,0310,0079,0.0080,11.18,1401.82
1778882235.3673,0300,0074,0.0081,11.18,1386.81
1778882235.3752,0294,0070,0.0079,7.21,907.13
1778882235.3832,0287,0065,0.0080,8.60,1076.97
1778882235.3912,0283,0065,0.0080,4.00,502.58
1778882235.5272,0283,0062,0.1360,3.00,22.05
1778882235.5352,0283,0060,0.0080,2.00,250.83
1778882235.5512,0284,0058,0.0160,2.24,139.79
1778882235.5592,0286,0057,0.0080,2.24,277.78
1778882235.5912,0289,0055,0.0160,2.83,177.04
1778882235.5992,0291,0053,0.0080,2.83,353.23
1778882235.6072,0292,0051,0.0080,2.24,279.53
1778882235.6152,0294,0051,0.0080,2.00,250.35
1778882235.6232,0298,0050,0.0080,4.12,515.06
1778882235.6313,0302,0047,0.0081,5.00,618.90
1778882235.6393,0308,0047,0.0080,6.00,751.58
1778882235.6473,0315,0045,0.0080,7.28,909.89
1778882235.6553,0322,0043,0.0081,7.28,901.19
1778882235.6632,0328,0041,0.0079,6.32,799.90
1778882235.6713,0335,0039,0.0080,7.28,906.94
1778882235.6793,0341,0039,0.0080,6.00,751.20
1778882235.6872,0350,0036,0.0080,9.49,1192.37
1778882235.6952,0360,0034,0.0080,10.20,1280.96
1778882235.7032,0366,0034,0.0081,6.00,744.88
1778882235.7112,0370,0034,0.0079,4.00,504.15
1778882235.7192,0376,0032,0.0080,6.32,790.25
1778882235.7272,0383,0032,0.0081,7.00,867.72
1778882235.7352,0387,0032,0.0080,4.00,499.89
1778882235.7432,0393,0030,0.0079,6.32,795.85
1778882235.7512,0397,0030,0.0080,4.00,497.38
1778882235.8233,0401,0030,0.0720,4.00,55.53
1778882235.8632,0403,0030,0.0400,2.00,50.04
